Job Role,Company,Experience Level,Location,Skills,Job Type,Work Mode,Salary Range,Job Posting Date,Min Salary (LPA),Max Salary (LPA)
Data Analytics Specialist,Callahan-Fleming,Internship,Pune,"sql, tableau, excel, r",Part-Time,Remote,14-20 LPA,2025-04-26,14.0,20.0
Data Analytics Specialist,Smith-Lawrence,Senior Level,Mumbai,"machine learning, google colab, sql",Internship,On-Site,4-30 LPA,2025-07-16,4.0,30.0
Junior Data Analyst,"Adkins, Ramirez And Cox",Internship,Mumbai,"powerbi, r, google colab, excel, powerbi",Part-Time,Hybrid,5-27 LPA,2025-01-19,5.0,27.0
Data Analyst,"Thomas, Wong And Contreras",Entry Level,Chennai,"powerbi, google cloud, powerbi, tableau, machine learning, python",Full-Time,Remote,5-32 LPA,2025-07-11,5.0,32.0
Senior Data Analyst,Smith Group,Senior Level,Kolkata,"tableau, powerbi, python",Contract,On-Site,4-25 LPA,2025-03-11,4.0,25.0
Senior Data Analyst,Jones-Brock,Internship,Chennai,"google cloud, excel, powerbi",Full-Time,Remote,10-31 LPA,2025-03-19,10.0,31.0
Senior Data Analyst,Nguyen-Patterson,Internship,Pune,"powerbi, google cloud, tableau, powerbi, google colab",Full-Time,Hybrid,11-28 LPA,2024-12-21,11.0,28.0
Senior Data Analyst,Norman Llc,Internship,Hyderabad,"powerbi, tableau, python, sql",Part-Time,Remote,10-17 LPA,2025-05-07,10.0,17.0
Junior Data Analyst,"Snyder, Peters And Acosta",Senior Level,Bangalore,"excel, powerbi, python",Contract,Remote,5-22 LPA,2025-02-07,5.0,22.0
Data Analyst,Paul-Lynch,Entry Level,Mumbai,"sql, powerbi, excel, powerbi, google cloud, python",Contract,Hybrid,15-17 LPA,2024-10-28,15.0,17.0
Senior Data Analyst,Robinson-Miranda,Internship,Mumbai,"r, powerbi, tableau, powerbi, google colab",Internship,On-Site,9-27 LPA,2025-08-23,9.0,27.0
Data Analytics Specialist,Francis Plc,Mid Level,Mumbai,"r, tableau, excel, sql, google colab, powerbi",Full-Time,Hybrid,12-18 LPA,2024-09-07,12.0,18.0
Senior Data Analyst,Mendoza And Sons,Entry Level,Chennai,"sql, powerbi, google cloud, tableau, machine learning, powerbi",Contract,On-Site,3-27 LPA,2025-07-22,3.0,27.0
Data Analytics Specialist,"Reed, Cantrell And Warren",Entry Level,Pune,"tableau, powerbi, google colab, machine learning",Internship,On-Site,5-25 LPA,2024-12-29,5.0,25.0
Data Analytics Specialist,Richards Plc,Entry Level,Pune,"r, powerbi, tableau",Full-Time,Hybrid,8-28 LPA,2025-06-28,8.0,28.0
Senior Data Analyst,Moore And Sons,Internship,Kolkata,"google colab, excel, google cloud",Full-Time,On-Site,4-33 LPA,2025-05-15,4.0,33.0
Data Analytics Specialist,Morrow Inc,Internship,New Delhi,"sql, excel, google cloud, machine learning, google colab",Full-Time,Hybrid,9-31 LPA,2025-05-07,9.0,31.0
Junior Data Analyst,"Jones, Hernandez And Mitchell",Internship,Chennai,"powerbi, python, excel",Contract,Remote,5-28 LPA,2024-11-30,5.0,28.0
Junior Data Analyst,Anderson-King,Senior Level,Pune,"powerbi, excel, tableau, powerbi, powerbi, google colab",Part-Time,Remote,8-16 LPA,2024-10-23,8.0,16.0
Data Analytics Specialist,Lowe-Gonzalez,Mid Level,Chennai,"python, tableau, excel",Contract,On-Site,13-25 LPA,2024-10-15,13.0,25.0
Junior Data Analyst,"Munoz, Jones And Stafford",Mid Level,Chennai,"powerbi, excel, machine learning, python, google cloud, powerbi",Contract,On-Site,6-28 LPA,2025-06-21,6.0,28.0
Junior Data Analyst,Romero Group,Entry Level,Remote,"google colab, powerbi, sql",Internship,Hybrid,3-17 LPA,2024-11-18,3.0,17.0
Junior Data Analyst,Brooks And Sons,Mid Level,Mumbai,"sql, python, tableau, google colab, machine learning",Part-Time,Remote,10-28 LPA,2025-04-28,10.0,28.0
Data Analyst,Davis-Garcia,Internship,Bangalore,"python, sql, powerbi, google cloud, powerbi",Part-Time,On-Site,15-24 LPA,2025-02-07,15.0,24.0
Junior Data Analyst,Davis Llc,Senior Level,Chennai,"powerbi, powerbi, sql",Full-Time,Hybrid,3-32 LPA,2025-04-17,3.0,32.0
Senior Data Analyst,Marshall Plc,Entry Level,Mumbai,"excel, google cloud, tableau, powerbi",Part-Time,On-Site,12-16 LPA,2025-07-04,12.0,16.0
Senior Data Analyst,Porter-Clark,Entry Level,Pune,"python, powerbi, r",Part-Time,Hybrid,5-31 LPA,2025-08-03,5.0,31.0
Junior Data Analyst,Harris-Hunt,Internship,Remote,"excel, powerbi, machine learning, sql, powerbi",Contract,Hybrid,5-35 LPA,2025-07-10,5.0,35.0
Data Analytics Specialist,"Sweeney, Hale And May",Mid Level,New Delhi,"r, tableau, google colab",Contract,Hybrid,13-33 LPA,2025-05-18,13.0,33.0
Senior Data Analyst,Gilbert Ltd,Entry Level,Kolkata,"powerbi, excel, powerbi, tableau, google cloud, python",Contract,Remote,5-23 LPA,2025-04-12,5.0,23.0
Data Analytics Specialist,Andrade-Robinson,Senior Level,New Delhi,"tableau, google cloud, sql, google colab",Contract,Hybrid,4-30 LPA,2024-11-27,4.0,30.0
Data Analytics Specialist,"Simpson, Jackson And Day",Senior Level,Bangalore,"tableau, powerbi, powerbi, r, powerbi",Part-Time,Hybrid,12-16 LPA,2025-08-31,12.0,16.0
Data Analyst,Golden-Rhodes,Mid Level,New Delhi,"powerbi, r, sql, python, tableau",Full-Time,On-Site,14-25 LPA,2025-03-15,14.0,25.0
Data Analyst,Kim-Robertson,Entry Level,Chennai,"python, tableau, powerbi, powerbi",Contract,Hybrid,6-31 LPA,2025-01-28,6.0,31.0
Senior Data Analyst,Bailey And Sons,Mid Level,Hyderabad,"excel, powerbi, sql, powerbi, google colab, r",Contract,Hybrid,8-28 LPA,2024-09-17,8.0,28.0
Data Analytics Specialist,"Morales, Ramirez And Hicks",Internship,New Delhi,"powerbi, machine learning, r",Contract,On-Site,10-19 LPA,2025-08-23,10.0,19.0
Senior Data Analyst,Ferguson-Meadows,Internship,Mumbai,"google colab, python, machine learning",Internship,Hybrid,9-26 LPA,2025-08-12,9.0,26.0
Data Analytics Specialist,"Jacobs, Washington And Ray",Internship,Bangalore,"machine learning, google colab, powerbi, google cloud, powerbi, r",Contract,Hybrid,6-16 LPA,2024-10-14,6.0,16.0
Data Analyst,Parker Group,Internship,Kolkata,"powerbi, excel, python, google colab, machine learning",Part-Time,On-Site,14-23 LPA,2025-05-23,14.0,23.0
Senior Data Analyst,Bell-Smith,Entry Level,Kolkata,"python, excel, powerbi, tableau",Contract,On-Site,4-22 LPA,2025-02-21,4.0,22.0
Data Analyst,Jones-Blake,Senior Level,Chennai,"google colab, sql, powerbi, machine learning, python, google cloud",Full-Time,On-Site,12-20 LPA,2024-10-13,12.0,20.0
Data Analytics Specialist,Hamilton-Campos,Mid Level,Chennai,"r, tableau, powerbi",Internship,On-Site,15-19 LPA,2025-07-15,15.0,19.0
Junior Data Analyst,"Stafford, Moore And Hester",Senior Level,Chennai,"python, r, tableau, google colab, excel, sql",Part-Time,Hybrid,11-19 LPA,2024-09-07,11.0,19.0
Data Analyst,Estrada-Myers,Internship,Bangalore,"powerbi, google cloud, powerbi, tableau",Part-Time,Hybrid,8-23 LPA,2025-07-22,8.0,23.0
Senior Data Analyst,"Thompson, Wilson And Black",Internship,Kolkata,"powerbi, python, r",Part-Time,Hybrid,3-33 LPA,2025-03-07,3.0,33.0
Senior Data Analyst,Henderson Llc,Internship,Mumbai,"sql, machine learning, google cloud, r, powerbi",Internship,Remote,14-31 LPA,2025-03-30,14.0,31.0
Senior Data Analyst,Brown Plc,Mid Level,Pune,"powerbi, machine learning, google cloud, google colab",Part-Time,Hybrid,9-34 LPA,2025-08-02,9.0,34.0
Junior Data Analyst,Jackson Plc,Mid Level,Remote,"google cloud, tableau, powerbi",Full-Time,Hybrid,14-20 LPA,2025-01-11,14.0,20.0
Senior Data Analyst,Escobar Ltd,Internship,Pune,"google cloud, powerbi, powerbi",Full-Time,On-Site,9-22 LPA,2024-11-20,9.0,22.0
Junior Data Analyst,Wilkinson And Sons,Mid Level,New Delhi,"powerbi, r, python",Full-Time,Remote,8-26 LPA,2025-07-03,8.0,26.0
Data Analyst,"Solomon, Fischer And Norris",Senior Level,Pune,"excel, google cloud, sql, powerbi",Contract,Remote,11-24 LPA,2025-04-19,11.0,24.0
Data Analytics Specialist,Holmes-Cole,Mid Level,Bangalore,"powerbi, google colab, powerbi, powerbi, r, python",Full-Time,On-Site,5-32 LPA,2025-08-04,5.0,32.0
Senior Data Analyst,Fitzgerald-Smith,Entry Level,Kolkata,"powerbi, powerbi, google colab, google cloud, machine learning",Internship,On-Site,5-33 LPA,2025-03-24,5.0,33.0
Junior Data Analyst,Boyd Inc,Internship,New Delhi,"r, machine learning, tableau",Full-Time,Remote,3-24 LPA,2025-03-01,3.0,24.0
Junior Data Analyst,Todd Group,Mid Level,Mumbai,"powerbi, google cloud, machine learning, google colab, powerbi, powerbi",Full-Time,Hybrid,12-16 LPA,2024-11-16,12.0,16.0
Data Analyst,"Peterson, Shelton And Weber",Internship,Kolkata,"r, sql, tableau, powerbi, google cloud",Part-Time,Hybrid,9-23 LPA,2025-07-19,9.0,23.0
Senior Data Analyst,"Bishop, Mercado And Ray",Senior Level,Mumbai,"google cloud, machine learning, r",Internship,Remote,14-35 LPA,2025-02-17,14.0,35.0
Data Analytics Specialist,Stewart Ltd,Senior Level,Hyderabad,"python, powerbi, sql, tableau, excel",Full-Time,On-Site,9-20 LPA,2025-07-07,9.0,20.0
Senior Data Analyst,Gray Llc,Internship,Pune,"google cloud, python, machine learning, google colab, powerbi",Full-Time,On-Site,12-23 LPA,2024-09-30,12.0,23.0
Data Analytics Specialist,Huffman-Howell,Entry Level,Chennai,"r, google colab, python, powerbi, machine learning, google cloud",Contract,On-Site,12-16 LPA,2025-04-03,12.0,16.0
Senior Data Analyst,Bradshaw Plc,Mid Level,New Delhi,"machine learning, google colab, powerbi",Full-Time,Remote,3-32 LPA,2025-05-27,3.0,32.0
Data Analytics Specialist,"Bryant, Reid And Flores",Entry Level,Bangalore,"powerbi, sql, google colab, python",Part-Time,On-Site,4-16 LPA,2025-08-18,4.0,16.0
Data Analyst,Ruiz And Sons,Entry Level,Remote,"google colab, google cloud, powerbi",Contract,Hybrid,7-16 LPA,2025-05-28,7.0,16.0
Data Analyst,Allison And Sons,Senior Level,Hyderabad,"powerbi, machine learning, r, google colab, tableau, python",Internship,On-Site,4-20 LPA,2025-03-25,4.0,20.0
Data Analytics Specialist,Arnold Group,Entry Level,New Delhi,"powerbi, tableau, r, machine learning, powerbi",Full-Time,On-Site,14-34 LPA,2025-04-30,14.0,34.0
Data Analytics Specialist,"Bell, Schmidt And Smith",Mid Level,Kolkata,"excel, powerbi, google cloud, machine learning, sql",Part-Time,On-Site,11-24 LPA,2024-12-07,11.0,24.0
Data Analytics Specialist,Frank-Mcintosh,Mid Level,Hyderabad,"google colab, machine learning, r, sql, python, powerbi",Part-Time,Remote,3-28 LPA,2024-09-11,3.0,28.0
Data Analyst,Moore Inc,Mid Level,Remote,"python, google cloud, r",Contract,On-Site,7-35 LPA,2025-04-24,7.0,35.0
Junior Data Analyst,"Williams, Werner And Chen",Senior Level,New Delhi,"powerbi, powerbi, excel, google colab, tableau",Contract,On-Site,4-22 LPA,2025-03-03,4.0,22.0
Data Analyst,Hunt-Madden,Entry Level,New Delhi,"tableau, google cloud, r, powerbi",Contract,Hybrid,13-30 LPA,2024-11-05,13.0,30.0
Data Analytics Specialist,"Vega, Jarvis And Kelley",Entry Level,Chennai,"powerbi, sql, excel, tableau, r",Part-Time,On-Site,4-33 LPA,2025-02-17,4.0,33.0
Junior Data Analyst,Hicks Llc,Internship,New Delhi,"powerbi, powerbi, google colab, r, excel",Part-Time,On-Site,14-29 LPA,2025-04-29,14.0,29.0
Junior Data Analyst,"Luna, May And Price",Entry Level,Remote,"tableau, powerbi, machine learning, r, powerbi, excel",Full-Time,On-Site,11-18 LPA,2025-04-05,11.0,18.0
Data Analyst,Ramirez And Sons,Entry Level,Hyderabad,"sql, google colab, google cloud, excel, python",Internship,Hybrid,7-18 LPA,2025-05-13,7.0,18.0
Senior Data Analyst,"Guzman, Schaefer And Mcknight",Internship,Kolkata,"google colab, google cloud, sql, python, powerbi",Full-Time,Hybrid,8-17 LPA,2025-07-09,8.0,17.0
Senior Data Analyst,Watkins Ltd,Mid Level,Kolkata,"machine learning, sql, python",Internship,On-Site,13-17 LPA,2025-07-17,13.0,17.0
Data Analyst,"Day, Frederick And Shaffer",Internship,Hyderabad,"python, sql, google cloud, powerbi",Internship,On-Site,14-18 LPA,2024-10-24,14.0,18.0
Data Analyst,Fox Group,Internship,Bangalore,"powerbi, google colab, tableau, google cloud, sql",Internship,Remote,5-35 LPA,2025-01-28,5.0,35.0
Junior Data Analyst,Shaw Group,Internship,Chennai,"powerbi, excel, powerbi, google cloud, powerbi, google colab",Part-Time,On-Site,8-31 LPA,2025-06-09,8.0,31.0
Data Analyst,Morgan-Miller,Mid Level,New Delhi,"tableau, machine learning, r, python, powerbi, google cloud",Part-Time,Remote,8-27 LPA,2024-09-19,8.0,27.0
Data Analyst,"Cooper, Williams And Soto",Mid Level,Chennai,"powerbi, google colab, r",Contract,On-Site,3-26 LPA,2025-05-10,3.0,26.0
Data Analytics Specialist,Poole-Russo,Entry Level,Bangalore,"sql, machine learning, powerbi",Part-Time,Hybrid,10-22 LPA,2025-04-18,10.0,22.0
Junior Data Analyst,Randall-Dalton,Senior Level,Hyderabad,"powerbi, google cloud, tableau, python",Contract,Remote,14-22 LPA,2025-03-10,14.0,22.0
Senior Data Analyst,Parker-Russell,Senior Level,Mumbai,"machine learning, powerbi, tableau",Full-Time,Remote,8-22 LPA,2024-11-26,8.0,22.0
Data Analytics Specialist,Mercer-Robinson,Mid Level,Kolkata,"sql, r, tableau",Part-Time,Remote,14-35 LPA,2025-04-12,14.0,35.0
Senior Data Analyst,Sherman Ltd,Internship,New Delhi,"r, google colab, powerbi, excel, python, google cloud",Contract,Hybrid,3-35 LPA,2025-01-31,3.0,35.0
Senior Data Analyst,Wilson-Murphy,Senior Level,New Delhi,"powerbi, sql, google cloud, machine learning, tableau, r",Part-Time,On-Site,13-17 LPA,2025-07-14,13.0,17.0
Senior Data Analyst,Scott-Fitzgerald,Senior Level,Hyderabad,"sql, google cloud, excel, tableau, powerbi, r",Part-Time,Remote,3-28 LPA,2025-08-13,3.0,28.0
Senior Data Analyst,West Llc,Mid Level,New Delhi,"powerbi, google colab, powerbi, machine learning, tableau, powerbi",Part-Time,Hybrid,9-34 LPA,2025-05-16,9.0,34.0
Senior Data Analyst,"Hudson, Allen And Lee",Internship,New Delhi,"powerbi, excel, powerbi",Internship,Remote,9-32 LPA,2025-05-13,9.0,32.0
Junior Data Analyst,"Hartman, James And Wilson",Internship,Bangalore,"excel, powerbi, r, powerbi, powerbi, tableau",Contract,On-Site,14-24 LPA,2024-12-17,14.0,24.0
Data Analytics Specialist,"Smith, Delgado And Garcia",Entry Level,Pune,"python, powerbi, google cloud, google colab",Contract,On-Site,9-17 LPA,2024-11-24,9.0,17.0
Senior Data Analyst,Myers-Martin,Entry Level,Remote,"powerbi, google colab, google cloud, powerbi",Full-Time,On-Site,12-30 LPA,2024-11-24,12.0,30.0
Senior Data Analyst,Glover-Moore,Mid Level,Kolkata,"python, powerbi, google cloud",Part-Time,Hybrid,8-32 LPA,2024-09-26,8.0,32.0
Data Analytics Specialist,"Kelly, West And Powers",Internship,New Delhi,"powerbi, r, google cloud, powerbi, google colab, machine learning",Full-Time,On-Site,13-18 LPA,2024-12-02,13.0,18.0
Data Analytics Specialist,"Jackson, Anderson And Johnson",Internship,Chennai,"powerbi, powerbi, machine learning",Internship,On-Site,12-27 LPA,2025-01-11,12.0,27.0
Data Analyst,Anderson-Martin,Entry Level,Remote,"python, r, sql",Contract,On-Site,12-33 LPA,2024-09-08,12.0,33.0
Junior Data Analyst,Jones Inc,Mid Level,Hyderabad,"powerbi, powerbi, google colab, r, google cloud",Internship,Hybrid,4-17 LPA,2025-02-11,4.0,17.0
Junior Data Analyst,"Pena, Marshall And Lewis",Senior Level,Remote,"powerbi, sql, machine learning",Contract,Remote,3-19 LPA,2025-03-05,3.0,19.0
Junior Data Analyst,Baker And Sons,Entry Level,Hyderabad,"machine learning, tableau, google colab, python, powerbi",Full-Time,Remote,4-30 LPA,2025-01-11,4.0,30.0
Data Analyst,"Shaffer, Davis And Miller",Mid Level,Kolkata,"powerbi, excel, google colab, r, powerbi, machine learning",Part-Time,Remote,9-27 LPA,2025-07-23,9.0,27.0
Data Analyst,Brooks Ltd,Internship,Chennai,"tableau, machine learning, powerbi",Full-Time,Remote,6-33 LPA,2025-05-14,6.0,33.0
Data Analytics Specialist,Phillips Plc,Entry Level,Chennai,"tableau, excel, sql, python, powerbi, google cloud",Full-Time,Remote,4-22 LPA,2025-02-01,4.0,22.0
Data Analytics Specialist,"Lopez, Ferguson And Rogers",Mid Level,Kolkata,"machine learning, powerbi, r",Part-Time,On-Site,12-18 LPA,2024-11-01,12.0,18.0
Data Analyst,"Ellis, Christensen And Allen",Senior Level,Chennai,"r, tableau, excel, machine learning",Part-Time,Hybrid,3-16 LPA,2025-07-27,3.0,16.0
Data Analyst,"Jones, Robbins And Miller",Senior Level,Mumbai,"sql, powerbi, powerbi, machine learning, powerbi",Contract,On-Site,10-20 LPA,2025-06-14,10.0,20.0
Data Analyst,Murray-Duncan,Entry Level,Chennai,"google cloud, powerbi, machine learning",Full-Time,Hybrid,8-20 LPA,2024-12-17,8.0,20.0
Data Analytics Specialist,Johnson-Brown,Senior Level,New Delhi,"sql, tableau, machine learning, powerbi, google cloud",Part-Time,On-Site,12-26 LPA,2025-01-06,12.0,26.0
Data Analytics Specialist,"Taylor, Brown And Clements",Entry Level,New Delhi,"tableau, powerbi, r",Contract,Remote,6-27 LPA,2025-01-29,6.0,27.0
Senior Data Analyst,"Ramirez, Jackson And Torres",Senior Level,Remote,"google colab, powerbi, google cloud, powerbi, python",Contract,On-Site,4-20 LPA,2025-05-10,4.0,20.0
Junior Data Analyst,Salinas-White,Senior Level,Mumbai,"powerbi, powerbi, excel, tableau, powerbi",Internship,Remote,10-16 LPA,2025-01-06,10.0,16.0
Junior Data Analyst,Johnson-Martinez,Mid Level,Pune,"google cloud, sql, machine learning, r",Internship,On-Site,12-17 LPA,2025-07-25,12.0,17.0
Junior Data Analyst,"Reed, Henson And Wright",Mid Level,Pune,"excel, sql, r, python",Internship,Remote,15-28 LPA,2025-01-23,15.0,28.0
Data Analyst,"Trujillo, Lang And Robinson",Mid Level,Kolkata,"machine learning, powerbi, google colab, powerbi, powerbi, python",Part-Time,Remote,9-21 LPA,2024-11-26,9.0,21.0
Data Analyst,Rocha Group,Mid Level,Mumbai,"r, tableau, powerbi, google colab",Part-Time,On-Site,12-26 LPA,2024-11-17,12.0,26.0
Junior Data Analyst,Zuniga-Proctor,Mid Level,Mumbai,"powerbi, powerbi, r",Full-Time,On-Site,4-20 LPA,2024-11-22,4.0,20.0
Data Analyst,Brown-Barajas,Entry Level,Pune,"sql, excel, google colab, r, powerbi, tableau",Part-Time,Remote,5-22 LPA,2025-07-05,5.0,22.0
Data Analyst,"Ware, Chavez And Hughes",Entry Level,Chennai,"google colab, excel, powerbi, machine learning, tableau, r",Part-Time,Hybrid,13-20 LPA,2025-02-08,13.0,20.0
Junior Data Analyst,Gardner-Wood,Internship,Pune,"powerbi, powerbi, r, google cloud",Full-Time,Hybrid,9-22 LPA,2025-08-26,9.0,22.0
Data Analytics Specialist,Perkins Plc,Senior Level,New Delhi,"excel, google colab, python",Internship,On-Site,5-17 LPA,2024-11-25,5.0,17.0
Senior Data Analyst,Morrow-Ray,Senior Level,Bangalore,"python, sql, excel, tableau",Contract,Remote,8-19 LPA,2025-05-11,8.0,19.0
Senior Data Analyst,Reilly Group,Internship,New Delhi,"powerbi, sql, r, excel, google colab, python",Part-Time,On-Site,9-35 LPA,2024-11-14,9.0,35.0
Senior Data Analyst,Ingram-Gamble,Internship,Mumbai,"powerbi, machine learning, r, python, google colab",Internship,Remote,3-29 LPA,2025-08-24,3.0,29.0
Senior Data Analyst,Allen-George,Entry Level,Bangalore,"google cloud, machine learning, sql, powerbi",Internship,Hybrid,4-22 LPA,2025-07-10,4.0,22.0
Senior Data Analyst,Jarvis-Salazar,Entry Level,Hyderabad,"powerbi, python, tableau, powerbi",Part-Time,On-Site,14-18 LPA,2025-03-01,14.0,18.0
Data Analytics Specialist,Hughes Inc,Internship,Bangalore,"powerbi, r, google colab, excel, machine learning, python",Contract,Hybrid,3-19 LPA,2025-05-04,3.0,19.0
Data Analyst,Garrett Llc,Mid Level,Hyderabad,"google cloud, machine learning, sql, tableau",Contract,On-Site,6-26 LPA,2025-06-25,6.0,26.0
Data Analyst,"Blackwell, Smith And Parsons",Mid Level,Pune,"machine learning, google colab, powerbi",Contract,Remote,8-34 LPA,2024-10-23,8.0,34.0
Data Analyst,Johnson-Meyer,Senior Level,Kolkata,"sql, python, excel, google colab, powerbi",Full-Time,On-Site,11-16 LPA,2025-06-02,11.0,16.0
Data Analyst,"Robinson, Lynn And Chapman",Internship,Chennai,"google colab, r, python",Internship,Hybrid,8-29 LPA,2025-01-12,8.0,29.0
Junior Data Analyst,Esparza Llc,Senior Level,Pune,"powerbi, machine learning, r, excel, google colab",Contract,On-Site,10-26 LPA,2024-09-24,10.0,26.0
Data Analyst,"Cox, Murphy And Morales",Mid Level,Remote,"python, excel, machine learning, r, google cloud, powerbi",Part-Time,Hybrid,13-27 LPA,2024-10-25,13.0,27.0
Data Analytics Specialist,Gonzales-Ortiz,Internship,Bangalore,"google colab, tableau, excel",Full-Time,Remote,9-24 LPA,2025-04-18,9.0,24.0
Data Analyst,"Freeman, Duncan And Brooks",Entry Level,Chennai,"google colab, r, excel, tableau, machine learning, powerbi",Internship,Remote,3-23 LPA,2024-10-24,3.0,23.0
Data Analyst,Anderson Llc,Mid Level,Hyderabad,"google cloud, sql, tableau",Contract,On-Site,9-30 LPA,2025-04-01,9.0,30.0
