Job Role,Company,Experience Level,Location,Skills,Job Type,Work Mode,Salary Range,Job Posting Date,Job Description
Data Analyst,"Russell, Whitaker and Parsons",Mid Level,Hyderabad,"Machine Learning, Google Colab, Python, SQL, Google Cloud",Full-time,On-site,7-22 LPA,2024-12-26,Unit group wall training cut group mother six deal can bring fear market break push call travel standard make however high forward network whether.
Senior Data Analyst,"Holloway, Lewis and Long",Senior Level,Pune,"Excel, Python, SQL, Google Colab, Google Cloud",Full-time,Remote,14-20 LPA,2025-03-24,Information everyone machine who good purpose event rate individual sometimes government reflect family traditional agency seven there.
Data Analyst,"  Rodriguez, Jefferson and Myers   ",Entry Level,Kolkata,"Python, PowerBI, Machine Learning, Power BI, R, SQL",Full-time,Hybrid,11-35 LPA,2024-10-11,Million box without understand area I identify teach none city southern responsibility.
Junior Data Analyst,Davenport-Curtis,Internship,Mumbai,"R, Python, power-bi, Google Cloud, Machine Learning, SQL",Contract,On-site,,2025-04-15,Continue hear Congress participant together unit order away vote on age smile card during work wear eat.
Data Analytics Specialist,Taylor-Jones,Mid Level,,"power-bi, SQL, Power BI, Google Cloud, PowerBI, R",Part-time,Hybrid,10-27 LPA,2025-03-29,Star situation hard talk put carry whatever audience job research although ok within check movie ability easy itself center including bring word learn few support pull stuff.
Junior Data Analyst,Nguyen-Duncan,Internship,Pune,"Excel, power-bi, Python, PowerBI, Machine Learning",Full-time,On-site,9-33 LPA,2025-08-08,International way miss leave many team name indeed wear same indicate certainly there spring current.
Data Analyst,"Barrett, Vazquez and Johnson",Internship,Chennai,"Excel, Google Cloud, PowerBI, power-bi, R, Power BI",Internship,Remote,15-26 LPA,2024-11-07,Detail cultural join way example I trouble value give week compare me leg choose test president to edge stand find physical investment difference picture card over make.
Data Analytics Specialist,"Daniel, Beltran and Wood",Entry Level,Pune,"PowerBI, Google Colab, Power BI, Tableau",Full-time,Remote,6-31 LPA,2025-05-31,Hold significant in reveal just stage mouth experience edge small protect long buy us work far rate think lose.
Data Analytics Specialist,Mann-White,Entry Level,Chennai,"Excel, PowerBI, SQL",Contract,On-site,14-17 LPA,not_a_date,Gas believe popular same research seek level or generation assume describe everything individual ask most piece peace seek major anyone today million.
Junior Data Analyst,"Sullivan, Cruz and Mitchell",Entry Level,Pune,"Python, Machine Learning, R, Power BI",Contract,On-site,6-26 LPA,2025-08-04,Write land prevent past any protect experience happy teacher listen sell green should education.
Data Analytics Specialist,"Rodriguez, Graham and May",Internship,Bangalore,"Excel, Google Colab, SQL, Tableau",Contract,Remote,7-27 LPA,2025-05-14,Leader popular represent adult stand morning worry sister look girl public food hair.
Data Analytics Specialist,"Clark, Rogers and Miller",Senior Level,Chennai,"Power BI, power-bi, Tableau, Machine Learning",Part-time,Hybrid,4-19 LPA,not_a_date,Media approach position gas else politics western picture however name fall move there field along road mouth bank.
Data Analyst,Wilson-Thomas,Senior Level,Chennai,"power-bi, PowerBI, SQL, R",Internship,Remote,4-29 LPA,2025-06-13,Street car hope hand but radio trial fast move four member about.
Data Analytics Specialist,"Chase, Taylor and Barrera",Mid Level,Kolkata,"Power BI, Tableau, Google Cloud, R, Python, Excel",Full-time,Hybrid,4-35 LPA,2024-12-31,Police should left interest while image high decade which house key never imagine sing nothing.
Data Analytics Specialist,Robinson-Williams,Senior Level,Kolkata,"power-bi, Google Cloud, Tableau, R, PowerBI",Internship,Hybrid,,2025-07-24,Election walk suggest drug value activity character short form add should expect certainly kid room goal stuff his ask act machine.
Junior Data Analyst,Love Ltd,Mid Level,Delhi,"Tableau, Python, Google Cloud, Machine Learning, R",Part-time,On-site,9-31 LPA,2024-11-02,Bring often player lot each want measure get type what leg mention Mrs argue black.
Senior Data Analyst,Torres-Oliver,Entry Level,Remote,"Power BI, PowerBI, R, SQL, power-bi",Internship,On-site,15-32 LPA,2025-06-23,Television order subject form just amount add according tax also garden full evidence himself pattern century eye raise member.
Data Analytics Specialist,Le PLC,Mid Level,Chennai,"Tableau, PowerBI, Excel",Internship,Remote,15-21 LPA,2025-02-22,Red poor already central happen administration floor example spend hit until pull green throw those back.
Data Analyst,  Wilson Group   ,Mid Level,Hyderabad,"PowerBI, Python, Power BI, Google Colab",Contract,Remote,14-20 LPA,2025-03-23,Anything significant feeling security life sure whole air catch little bar write dark heavy case why.
Data Analyst,Stephens Group,Senior Level,Chennai,"Excel, Tableau, Power BI, Google Colab, SQL, power-bi",Contract,Hybrid,15-22 LPA,2024-10-29,Author artist yet collection matter recognize current consider lay sell center teacher their although parent shoulder collection media protect anything simply positive.
Data Analytics Specialist,Johnson-Hinton,Mid Level,Remote,"Python, PowerBI, Power BI, Tableau, Google Cloud, Google Colab",Part-time,Hybrid,8-34 LPA,2025-07-22,Lawyer tough man old senior short nature fish bed type according before catch talk some type career fine smile size own discuss truth probably.
Senior Data Analyst,"Ward, Allen and Nelson",Mid Level,Bangalore,"Google Colab, Machine Learning, Tableau, SQL, Google Cloud",Contract,Hybrid,15-35 LPA,2024-09-07,White nation American middle commercial which remain somebody keep exist first finish together collection oil us focus determine able throughout big arrive general not clear.
Junior Data Analyst,Bowers-Calderon,Entry Level,Pune,"Google Cloud, R, Python, Tableau, Machine Learning",Internship,Hybrid,15-33 LPA,2025-01-19,Even throw seat change history serious a sort show expert girl discover hundred probably share inside girl truth culture foreign actually appear similar spring.
Senior Data Analyst,"  Mahoney, Carter and Saunders   ",Entry Level,Hyderabad,"Tableau, SQL, Power BI, Google Cloud, Machine Learning, R",Contract,On-site,5-31 LPA,2024-09-27,Increase argue move could have bring really top let way others ability another win determine head we allow everyone institution now.
Senior Data Analyst,Adams LLC,Mid Level,Pune,"SQL, Google Cloud, Excel, Power BI",Contract,On-site,9-30 LPA,2025-01-21,Its later matter relate want manage visit real both side drive particular federal drug million figure bag subject image single ok.
Data Analytics Specialist,Thornton-Larsen,Internship,Hyderabad,"Python, Google Cloud, power-bi, Machine Learning, Power BI, Google Colab",Contract,Remote,12-18 LPA,2025-08-07,Off away add result pretty fine act those arrive life again itself respond change create suggest human national brother than billion seat race side.
Data Analyst,Haynes Group,Mid Level,Remote,"PowerBI, Google Cloud, SQL",Part-time,Remote,8-27 LPA,2024-12-23,Skin phone image you science possible issue trip same relate back right employee consumer rate soldier senior however after.
Data Analyst,"Sellers, Morse and Gordon",Entry Level,Bangalore,"Google Colab, Google Cloud, R",Part-time,On-site,,not_a_date,Remember strong another peace doctor less check yes trouble great open any camera owner system always force north bit clearly lose one state team prepare tell heavy.
Data Analytics Specialist,"Hall, Moore and Carter",Internship,Mumbai,"PowerBI, Machine Learning, SQL, Tableau, Google Cloud",Internship,Hybrid,,2025-03-22,Moment this yourself north able agree enjoy ground policy town during control tree offer care event response option.
Junior Data Analyst,Myers-Odonnell,Entry Level,Chennai,"Tableau, power-bi, Google Colab, Python",Contract,Hybrid,,2025-08-23,Box last style Mrs whom interesting half address author degree sense list raise.
Data Analyst,Richardson-Carrillo,Senior Level,Bangalore,"Power BI, Machine Learning, Google Cloud, power-bi, PowerBI, SQL",Full-time,Remote,13-18 LPA,32-13-2024,Different standard food care possible speech dog anyone address issue stage task network your firm anything college society suffer recent agent suggest what anything part even every.
Junior Data Analyst,"Chaney, Hernandez and Wilson",Mid Level,Kolkata,"power-bi, Machine Learning, SQL, Google Cloud",Internship,Hybrid,12-30 LPA,2024-09-05,General blood again likely ability sing window than fine reason but strong heart treat out adult treatment new.
Junior Data Analyst,"Lawrence, Horn and Bird",Mid Level,Bangalore,"PowerBI, R, Power BI, SQL, Machine Learning",Part-time,Hybrid,14-19 LPA,2025-02-01,Popular figure rest before risk professor wait his sit difference thing power our right cover information develop.
Senior Data Analyst,"Rose, Anthony and Campbell",Mid Level,Kolkata,"Python, Power BI, power-bi, Google Cloud",Part-time,On-site,15-34 LPA,2024-12-10,Single capital student picture character production skill get leader its who nothing decision walk together purpose goal push beautiful animal.
Data Analytics Specialist,Keller-Macdonald,Mid Level,Chennai,"R, Tableau, Power BI, power-bi, Google Colab",Part-time,Remote,12-18 LPA,2024-10-31,Special official share protect road tree cell others nature number language water.
Data Analytics Specialist,Haley-Greene,Entry Level,Delhi,"R, Power BI, power-bi, Excel, Tableau",Full-time,Hybrid,13-19 LPA,2025-08-11,Real him but American environmental practice environmental for air project pick meet meet study create.
Data Analyst,Fisher Ltd,Mid Level,Pune,"Google Colab, Google Cloud, Power BI, PowerBI, Python, Excel",Contract,Remote,15-34 LPA,2025-04-06,Game really modern majority film garden piece do describe change nearly seat.
Senior Data Analyst,Osborne Ltd,Senior Level,Bangalore,"R, Power BI, Tableau",Contract,Remote,5-29 LPA,2025-08-12,Nearly practice prepare cultural particularly social conference their together marriage few growth study seek hold focus increase.
Data Analyst,"Dorsey, Moore and Riley",Internship,,"power-bi, Python, Tableau, SQL, Power BI",Contract,On-site,9-21 LPA,2025-08-16,Know statement skill per minute from class in level field possible thought according class unit political right second number oil.
Junior Data Analyst,Marquez Ltd,Entry Level,Mumbai,"Machine Learning, R, PowerBI",Contract,On-site,14-23 LPA,2024-12-02,Month table attorney defense two apply wife south participant get reveal high for season capital alone suggest month charge music we pass forget which recently popular hit.
Junior Data Analyst,"Mckee, Cox and Thomas",Internship,Bangalore,"Python, Excel, R",Internship,Remote,6-19 LPA,2024-11-23,Couple couple rise imagine interview rate of pull move market fill course near theory sound be get throw box PM cultural development offer material whole.
Data Analytics Specialist,Nichols PLC,Senior Level,Delhi,"Excel, Google Cloud, R, SQL",Part-time,Remote,4-25 LPA,2024-10-29,Court car approach cell prepare travel career environmental writer among modern picture.
Data Analyst,Fleming-Martin,Mid Level,Pune,"PowerBI, Google Colab, Power BI, Python, Machine Learning",Contract,Remote,10-24 LPA,2025-05-10,Go write service right hard Congress population reduce hospital enter single conference possible.
Data Analyst,Bruce-Anderson,Internship,Kolkata,"power-bi, Excel, R, Power BI, Google Cloud",Internship,On-site,14-16 LPA,2024-10-13,Capital detail seek allow whatever experience sign show garden important brother probably word kid describe.
Junior Data Analyst,Rodriguez LLC,Senior Level,Kolkata,"PowerBI, Python, Machine Learning, Power BI, Google Colab",Internship,Remote,5-19 LPA,2024-09-16,Maintain threat tend take rise news nice deep want along become no owner color so their even team authority remember industry oil soon nearly run staff development.
